geneSymbol	diseaseName
P2RX3	Axonotmesis
P2RX3	Neurotmesis
P2RX4	Epilepsy
P2RX4	Epilepsy, Temporal Lobe
P2RX4	Uncinate Epilepsy
P2RX4	Epilepsy, Cryptogenic
P2RX4	Epilepsy, Benign Psychomotor, Childhood
P2RX4	Epilepsy, Lateral Temporal
P2RX4	Awakening Epilepsy
P2RX7	Bipolar Disorder
P2RX7	Mental Depression
P2RX7	Depressive disorder
P2RX7	Epilepsy, Temporal Lobe
P2RX7	Uncinate Epilepsy
P2RX7	Hypophosphatasia
P2RX7	Chronic Lymphocytic Leukemia
P2RX7	Multiple Sclerosis
P2RX7	Epilepsy, Benign Psychomotor, Childhood
P2RX7	Epilepsy, Lateral Temporal
P2RX7	Spinal Cord Contusion
P2RX7	Spinal Cord Laceration
P2RX7	Spinal Cord transection injury
P2RX7	Multiple Sclerosis, Acute Fulminating
P2RX7	Post-Traumatic Myelopathy
P2RX7	Small Lymphocytic Lymphoma
P2RX7	Colorectal Cancer
P2RX7	B-CELL MALIGNANCY, LOW-GRADE
P2RY11	Narcolepsy
P2RY11	Narcolepsy-Cataplexy Syndrome
P4HA1	EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE 1
P4HB	Osteoporosis, Age-Related
P4HB	Hydrocephalus
P4HB	Osteogenesis Imperfecta
P4HB	Osteoporosis
P4HB	Osteoporosis, Senile
P4HB	Myocardial Ischemia
P4HB	Malignant neoplasm of prostate
P4HB	Post-Traumatic Osteoporosis
P4HB	SPINOCEREBELLAR ATAXIA 17
P4HB	Cole Carpenter syndrome
P4HB	COLE-CARPENTER SYNDROME 1
PA2G4	Malignant neoplasm of stomach
PA2G4	Hereditary Diffuse Gastric Cancer
PEBP1	Renal Cell Carcinoma
PEBP1	Heart failure
PEBP1	Congestive heart failure
PEBP1	Left-Sided Heart Failure
PEBP1	Myocardial Ischemia
PEBP1	Anaplastic carcinoma
PEBP1	Carcinoma, Spindle-Cell
PEBP1	Heart Failure, Right-Sided
PEBP1	Conventional (Clear Cell) Renal Cell Carcinoma
PEBP1	Mammary Carcinoma, Animal
PEBP1	Chromophobe Renal Cell Carcinoma
PEBP1	Sarcomatoid Renal Cell Carcinoma
PEBP1	Collecting Duct Carcinoma of the Kidney
PEBP1	Papillary Renal Cell Carcinoma
PEBP1	Myocardial Failure
FURIN	Anaplastic carcinoma
FURIN	Carcinoma, Spindle-Cell
FURIN	Mammary Carcinoma, Animal
PAEP	Abortion, Tubal
PAEP	Malignant neoplasm of breast
PAEP	Breast Carcinoma
PAFAH1B1	Microcephaly
PAFAH1B1	Schizophrenia
PAFAH1B1	Miller Dieker syndrome
PAFAH1B1	Lissencephaly
PAFAH1B1	Pachygyria
PAFAH1B1	Classical Lissencephaly
PAFAH1B1	Epileptic encephalopathy
PAFAH1B1	Subcortical Band Heterotopia
PAFAH1B1	Agyria
PAFAH1B1	Chromosome 17p13.3 Duplication Syndrome
PRDX1	Asbestosis
PRDX1	Non-Small Cell Lung Carcinoma
PRDX1	Hepatoma, Morris
PRDX1	Hepatoma, Novikoff
PRDX1	Schistosomiasis
PRDX1	Experimental Hepatoma
PRDX1	Malignant neoplasm of lung
PRDX1	Squamous cell carcinoma of esophagus
PRDX1	Methylmalonic acidemia with homocystinuria
PRDX1	Liver carcinoma
PRDX1	Pulmonary Fibrosis - from Asbestos Exposure
PAH	Bipolar Disorder
PAH	Schizophrenia
PAH	Phenylketonuria, Maternal
PAH	Phenylketonuria II
PAH	Epileptic encephalopathy
PAH	Classical phenylketonuria
PAH	Hyperphenylalaninaemia
PAH	Hyperphenylalaninemia, Non-Phenylketonuric
PAH	Hyperphenylalaninemia, Non-Pku Mild
SERPINE1	Alloxan Diabetes
SERPINE1	Atherosclerosis
SERPINE1	Behcet Syndrome
SERPINE1	Cholestasis
SERPINE1	Diabetes Mellitus, Experimental
SERPINE1	Diabetic Nephropathy
SERPINE1	Fatty Liver
SERPINE1	Nodular glomerulosclerosis
SERPINE1	Focal glomerulosclerosis
SERPINE1	Heart failure
SERPINE1	Congestive heart failure
SERPINE1	Kidney Failure, Chronic
SERPINE1	Left-Sided Heart Failure
SERPINE1	Malignant neoplasm of stomach
SERPINE1	Obesity
SERPINE1	Streptozotocin Diabetes
SERPINE1	Unipolar Depression
SERPINE1	Hyalinosis, Segmental Glomerular
SERPINE1	Heart Failure, Right-Sided
SERPINE1	Malignant neoplasm of liver
SERPINE1	Malignant neoplasm of prostate
SERPINE1	Major Depressive Disorder
SERPINE1	Hereditary Diffuse Gastric Cancer
SERPINE1	Myocardial Failure
SERPINE1	Steatohepatitis
SERPINE1	Plasminogen Activator Inhibitor-1 Deficiency
SERPINB2	Malignant neoplasm of breast
SERPINB2	Malignant neoplasm of stomach
SERPINB2	Non-alcoholic Fatty Liver Disease
SERPINB2	Breast Carcinoma
SERPINB2	Hereditary Diffuse Gastric Cancer
SERPINB2	Nonalcoholic Steatohepatitis
PAK1	Malignant neoplasm of breast
PAK1	Renal Cell Carcinoma
PAK1	melanoma
PAK1	Cutaneous Melanoma
PAK1	Conventional (Clear Cell) Renal Cell Carcinoma
PAK1	Breast Carcinoma
PAK1	Chromophobe Renal Cell Carcinoma
PAK1	Sarcomatoid Renal Cell Carcinoma
PAK1	Collecting Duct Carcinoma of the Kidney
PAK1	Papillary Renal Cell Carcinoma
PAK2	Schizophrenia
PAK3	Mental Retardation, X-Linked 30
PAK3	Mental Retardation, X-Linked 47
PAK3	Adenocarcinoma of large intestine
PAK3	Mental Retardation, X-Linked 1
PAM	Diabetes Mellitus, Non-Insulin-Dependent
PAM	Jacksonian Seizure
PAM	Complex partial seizures
PAM	Generalized seizures
PAM	Seizures, Clonic
PAM	Visual seizure
PAM	Epileptic drop attack
PAM	Anxiety States, Neurotic
PAM	Olfactory seizure
PAM	Vertiginous seizure
PAM	Tonic - clonic seizures
PAM	Single Seizure
PAM	Atonic Absence Seizures
PAM	Anxiety neurosis (finding)
PAM	Nonepileptic Seizures
PAM	Epileptic Seizures
PAM	Generalized Absence Seizures
CNTN3	Dermatitis, Allergic Contact
PAPPA	Angina, Unstable
PAPPA	Coronary Arteriosclerosis
PAPPA	Endometriosis
PAPPA	Myocardial Infarction
PAPPA	Myocardial Preinfarction Syndrome
PAPPA	Endometrioma
PAPPA	Subfertility, Female
PAPPA	Acute Coronary Syndrome
PAPPA	Coronary Artery Disease
PRKN	Malignant tumor of colon
PRKN	Corpus Luteum Cyst
PRKN	Glioblastoma
PRKN	Leprosy
PRKN	Ovarian Cysts
PRKN	Parkinson Disease
PRKN	Malignant neoplasm of lung
PRKN	Ramsay Hunt Paralysis Syndrome
PRKN	Giant Cell Glioblastoma
PRKN	Manganese Poisoning
PRKN	Autosomal Dominant Juvenile Parkinson Disease
PRKN	Autosomal Dominant Parkinsonism
PRKN	Autosomal Recessive Parkinsonism
PRKN	Parkinsonism, Experimental
PRKN	Familial Juvenile Parkinsonism
PRKN	Parkinsonism, Juvenile
PRKN	ovarian neoplasm
PRKN	Malignant neoplasm of ovary
PRKN	Glioblastoma Multiforme
PRKN	PARKINSON DISEASE 2, AUTOSOMAL RECESSIVE JUVENILE
PRKN	PARKINSON DISEASE, LATE-ONSET
PRKN	Young onset Parkinson disease
PARN	Hamman-Rich syndrome
PARN	Dyskeratosis Congenita
PARN	Idiopathic Pulmonary Fibrosis
PARN	HOYERAAL-HREIDARSSON SYNDROME
PARN	PULMONARY FIBROSIS AND/OR BONE MARROW FAILURE, TELOMERE-RELATED, 4
PARN	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 6
PAWR	Bipolar Disorder
PAWR	Schizophrenia
PAWR	Unipolar Depression
PAWR	Adenocarcinoma, Basal Cell
PAWR	Adenocarcinoma, Oxyphilic
PAWR	Carcinoma, Cribriform
PAWR	Carcinoma, Granular Cell
PAWR	Adenocarcinoma, Tubular
PAWR	Malignant neoplasm of prostate
PAWR	Endometrial Carcinoma
PAWR	Cocaine Dependence
PAWR	Major Depressive Disorder
PAX1	Otofaciocervical Syndrome
PAX1	Fara Chlupackova syndrome
PAX1	OTOFACIOCERVICAL SYNDROME 2
PAX2	Congenital ocular coloboma (disorder)
PAX2	Endometriosis
PAX2	Focal glomerulosclerosis
PAX2	Kidney Failure, Chronic
PAX2	Hyalinosis, Segmental Glomerular
PAX2	Endometrioma
PAX2	Bilateral renal hypoplasia
PAX2	Congenital absence of kidneys syndrome
PAX2	Papillorenal syndrome
PAX2	Cakut
PAX2	RENAL HYPOPLASIA, ISOLATED (disorder)
PAX2	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 7
PAX3	Prelingual Deafness
PAX3	Diastematomyelia
PAX3	Neurenteric Cyst
PAX3	Osteogenesis Imperfecta
PAX3	Status Dysraphicus
PAX3	Klein's Syndrome
PAX3	Spina Bifida
PAX3	Tethered Cord Syndrome
PAX3	Iniencephaly
PAX3	Craniorachischisis
PAX3	Sarcoma, Epithelioid
PAX3	Sarcoma, Spindle Cell
PAX3	Alveolar rhabdomyosarcoma
PAX3	Cranioschisis
PAX3	Exencephaly
PAX3	Rachischisis
PAX3	Spinal Cord Myelodysplasia
PAX3	Waardenburg Anophthalmia Syndrome
PAX3	Acrania
PAX3	Deafness, Acquired
PAX3	Sinonasal undifferentiated carcinoma
PAX3	Waardenburg Syndrome Type 1
PAX3	Craniofacial deafness hand syndrome
PAX3	Waardenburg Syndrome
PAX3	Deaf Mutism
PAX4	Diabetes Mellitus, Insulin-Dependent
PAX4	Diabetes Mellitus, Non-Insulin-Dependent
PAX4	melanoma
PAX4	Diabetes, Autoimmune
PAX4	Maturity onset diabetes mellitus in young
PAX4	Brittle diabetes
PAX4	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 9 (disorder)
PAX4	Diabetes Mellitus, Ketosis-Prone
PAX5	Burkitt Lymphoma
PAX5	Childhood Acute Lymphoblastic Leukemia
PAX5	Leukemia, Lymphocytic, Acute, L2
PAX5	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma
PAX5	Lymphoma, Non-Hodgkin
PAX5	Precursor B-cell lymphoblastic leukemia
PAX5	Precursor Cell Lymphoblastic Leukemia Lymphoma
PAX5	LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 1
PAX5	LEUKEMIA, ACUTE LYMPHOCYTIC, SUSCEPTIBILITY TO, 1
PAX5	LEUKEMIA, B-CELL ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO
PAX6	Alloxan Diabetes
PAX6	Aniridia
PAX6	Congenital ocular coloboma (disorder)
PAX6	Diabetes Mellitus, Experimental
PAX6	Diabetes Mellitus, Non-Insulin-Dependent
PAX6	Profound Mental Retardation
PAX6	Malignant neoplasm of stomach
PAX6	melanoma
PAX6	Mental Retardation, Psychosocial
PAX6	Schizophrenia
PAX6	Streptozotocin Diabetes
PAX6	Cataract
PAX6	Foster-Kennedy Syndrome
PAX6	Coloboma of optic disc
PAX6	WAGR Syndrome
PAX6	Cranioschisis
PAX6	Congenital coloboma of iris
PAX6	Hypoplasia of the optic nerve
PAX6	Coloboma of lens
PAX6	Irido-corneo-trabecular dysgenesis (disorder)
PAX6	Malignant neoplasm of prostate
PAX6	Gillespie syndrome
PAX6	Odontome
PAX6	Morning glory syndrome
PAX6	Mental deficiency
PAX6	Hereditary Diffuse Gastric Cancer
PAX6	Optic Nerve Hypoplasia, Bilateral
PAX6	Optic Nerve Aplasia, Bilateral
PAX6	Keratitis, hereditary
PAX6	Hereditary macular coloboma
PAX6	O'Donnell Pappas syndrome
PAX6	Deletion 11p13
PAX6	Morning glory anomaly
PAX6	Axenfeld-Rieger Syndrome, Type 1
PAX6	CATARACTS, CONGENITAL, WITH LATE-ONSET CORNEAL DYSTROPHY
PAX6	FOVEAL HYPOPLASIA 1
PAX6	ANTERIOR SEGMENT DYSGENESIS 5
PAX7	Alveolar rhabdomyosarcoma
PAX9	Hypodontia
PAX9	Tooth Agenesis, Selective, 3
PAX9	Oligodontia
PBX1	Burkitt Lymphoma
PBX1	Drug abuse
PBX1	Organic Mental Disorders, Substance-Induced
PBX1	Substance Dependence
PBX1	African Burkitt's lymphoma
PBX1	Bilateral renal hypoplasia
PBX1	Substance abuse problem
PBX1	Precursor B-cell lymphoblastic leukemia
PBX1	Cakut
PC	Burkitt Lymphoma
PC	Liver Cirrhosis, Experimental
PC	Pyruvate Carboxylase Deficiency Disease
PC	African Burkitt's lymphoma
PC	Leigh necrotizing encephalopathy due to pyruvate carboxylase deficiency
PCBD1	Adenocarcinoma of lung (disorder)
PCBD1	Hyperphenylalaninemia with primapterinuria
PCCA	Propionic acidemia
PCCA	Propionic acidemia, type II
PCCA	Epileptic encephalopathy
PCCA	Propionicaciduria
PCCB	Propionic acidemia
PCCB	Propionic acidemia, type II
PCCB	Epileptic encephalopathy
PCCB	Propionicaciduria
PCDH8	Malignant neoplasm of breast
PCDH8	Schizophrenia
PCDH8	Malignant neoplasm of prostate
PCDH9	Autism Spectrum Disorders
SERPINA5	Cholestasis
SERPINA5	Amphetamine Addiction
SERPINA5	Amphetamine Abuse
PCK1	Alloxan Diabetes
PCK1	Diabetes Mellitus, Experimental
PCK1	Heart failure
PCK1	Congestive heart failure
PCK1	Left-Sided Heart Failure
PCK1	Liver Cirrhosis, Experimental
PCK1	Obesity
PCK1	Schizophrenia
PCK1	Streptozotocin Diabetes
PCK1	Heart Failure, Right-Sided
PCK1	Phosphoenolpyruvate carboxykinase deficiency
PCK1	Myocardial Failure
PCK1	Liver carcinoma
PCK2	Liver Cirrhosis, Experimental
PCK2	Phosphoenolpyruvate carboxykinase deficiency
PCK2	Phosphoenolpyruvate carboxykinase 2 deficiency
PCM1	Schizophrenia
PCM1	Papillary thyroid carcinoma
PCMT1	Status Dysraphicus
PCMT1	Spina Bifida
PCMT1	Rachischisis
PCNA	Malignant tumor of colon
PCNA	Focal glomerulosclerosis
PCNA	Pustulosis of Palms and Soles
PCNA	Psoriasis
PCNA	Hyalinosis, Segmental Glomerular
PCNA	Malignant neoplasm of brain
PCNA	Adenocarcinoma, Basal Cell
PCNA	Adenocarcinoma, Oxyphilic
PCNA	Carcinoma, Cribriform
PCNA	Carcinoma, Granular Cell
PCNA	Adenocarcinoma, Tubular
PCNA	Hepatoblastoma
PCNA	Malignant neoplasm of lung
PCNA	Benign neoplasm of brain, unspecified
PCNA	Brain Tumor, Primary
PCNA	Recurrent Brain Neoplasm
PCNA	Primary malignant neoplasm of brain
PCNA	ATAXIA-TELANGIECTASIA-LIKE DISORDER
PCNA	ATAXIA-TELANGIECTASIA-LIKE DISORDER 2
PCNT	Bipolar Disorder
PCNT	Microcephaly
PCNT	Osteogenesis Imperfecta
PCNT	Schizophrenia
PCNT	Unipolar Depression
PCNT	Seckel syndrome
PCNT	Nonorganic psychosis
PCNT	Primary microcephaly
PCNT	Microcephalic Osteodysplastic Primordial Dwarfism, Type II
PCNT	Major Depressive Disorder
PCNT	SECKEL SYNDROME 2
PCNT	Microcephalic Osteodysplastic Primordial Dwarfism with Tooth Abnormalities
PCOLCE	Hepatitis, Toxic
PCOLCE	Liver Cirrhosis
PCOLCE	Fibrosis, Liver
PCOLCE	Drug-Induced Liver Disease
PCOLCE	Hepatitis, Drug-Induced
PCOLCE	Drug-Induced Acute Liver Injury
PCOLCE	Chemical and Drug Induced Liver Injury
PCOLCE	Chemically-Induced Liver Toxicity
CHMP1A	Cerebellar Hypoplasia
CHMP1A	Congenital pontocerebellar hypoplasia type 8
PCP4	Malignant tumor of colon
PCSK1	Obesity
PCSK1	Proprotein Convertase 1 3 Deficiency
PCSK5	Anus, Imperforate
PCSK5	VATER Association
PCSK5	Sacral agenesis
PCSK5	Lumbosacral agenesis
PCSK5	Congenital omphalocele
PCSK5	Congenital exomphalos
PCSK5	Currarino triad
PCSK5	Sacral defect and anterior sacral meningocele
PCSK5	Caudal Dysgenesis Syndrome
PCSK2	Alloxan Diabetes
PCSK2	Diabetes Mellitus, Experimental
PCSK2	Diabetes Mellitus, Non-Insulin-Dependent
PCSK2	Streptozotocin Diabetes
PCSK2	Colorectal Cancer
CDK16	Schizophrenia
CDK16	Spastic Paraplegia, Hereditary
PCYT1A	Hepatitis, Toxic
PCYT1A	Status Dysraphicus
PCYT1A	Spina Bifida
PCYT1A	Rachischisis
PCYT1A	Leber Congenital Amaurosis
PCYT1A	Drug-Induced Liver Disease
PCYT1A	Hepatitis, Drug-Induced
PCYT1A	Spondylometaphyseal Dysplasia with Cone-Rod Dystrophy
PCYT1A	Drug-Induced Acute Liver Injury
PCYT1A	Chemical and Drug Induced Liver Injury
PCYT1A	Chemically-Induced Liver Toxicity
PDCD1	melanoma
PDCD2	Endogenous depression
PDE1C	Drug abuse
PDE1C	Organic Mental Disorders, Substance-Induced
PDE1C	Substance Dependence
PDE1C	Substance abuse problem
PDE2A	Malignant neoplasm of breast
PDE2A	Breast Carcinoma
PDE3A	Myocardial Infarction
PDE3A	Acute Cerebrovascular Accidents
PDE3A	Brachydactyly with hypertension
PDE3B	Polycystic Ovary Syndrome
PDE3B	Sclerocystic Ovaries
PDE4A	Bipolar Disorder
PDE4A	Mental Depression
PDE4A	Depressive disorder
PDE4A	Schizophrenia
PDE4A	Seasonal Affective Disorder
PDE4B	Alcohol Use Disorder
PDE4B	Alcoholic Intoxication, Chronic
PDE4B	Asthma
PDE4B	Bipolar Disorder
PDE4B	Depression, Bipolar
PDE4B	Mental Depression
PDE4B	Depressive disorder
PDE4B	Leukemia, Myelocytic, Acute
PDE4B	Manic Disorder
PDE4B	Acute Myeloid Leukemia, M1
PDE4B	Schizophrenia
PDE4B	Alcohol abuse
PDE4B	Myocardial Ischemia
PDE4B	Amphetamine Addiction
PDE4B	Amphetamine Abuse
PDE4B	Arsenic Poisoning, Inorganic
PDE4B	Nervous System, Organic Arsenic Poisoning
PDE4B	Arsenic Poisoning
PDE4B	Manic
PDE4B	Arsenic Encephalopathy
PDE4B	Arsenic Induced Polyneuropathy
PDE4B	Acute Myeloid Leukemia (AML-M2)
PDE4D	Asthma
PDE4D	Mental Depression
PDE4D	Depressive disorder
PDE4D	Schizophrenia
PDE4D	Acrodysostosis
PDE4D	Amphetamine Addiction
PDE4D	Amphetamine Abuse
PDE4D	Malignant neoplasm of prostate
PDE4D	Acute Cerebrovascular Accidents
PDE4D	ACRODYSOSTOSIS 1 WITH OR WITHOUT HORMONE RESISTANCE
PDE4D	ACRODYSOSTOSIS 2 WITH OR WITHOUT HORMONE RESISTANCE
PDE6A	Retinitis Pigmentosa
PDE6A	RETINITIS PIGMENTOSA 43
PDE6C	Achromatopsia
PDE6C	Amphetamine Addiction
PDE6C	Amphetamine Abuse
PDE6C	Progressive cone dystrophy (without rod involvement)
PDE6C	CONE DYSTROPHY 4 (disorder)
PDE6C	Achromatopsia 5
PDE6D	Polydactyly
PDE6D	OROFACIODIGITAL SYNDROME VI
PDE6G	Retinitis Pigmentosa
PDE6G	RETINITIS PIGMENTOSA 57
PDE6H	Achromatopsia
PDE6H	Color Blindness, Red
PDE6H	Color Blindness, Red-Green
PDE6H	Color Blindness, Blue
PDE6H	Color Blindness, Green
PDE6H	Color blindness
PDE6H	Color Blindness, Inherited
PDE6H	Monochromatopsia
PDE6H	Retinal Cone Dystrophy 3A
PDE9A	Bipolar Disorder
PDE1B	Mental Depression
PDE1B	Depressive disorder
PDE1B	Learning Disturbance
PDE1B	Learning Disabilities
PDGFA	Malignant neoplasm of breast
PDGFA	Liver Cirrhosis, Experimental
PDGFA	Mesothelioma
PDGFA	Pulmonary Fibrosis
PDGFA	Thrombocythemia, Essential
PDGFA	Thyroid Neoplasm
PDGFA	Hamman-Rich syndrome
PDGFA	Thyroid Gland Follicular Adenoma
PDGFA	Anaplastic carcinoma
PDGFA	Carcinoma, Spindle-Cell
PDGFA	Thyroid carcinoma
PDGFA	Breast Carcinoma
PDGFA	Mammary Carcinoma, Animal
PDGFA	AMYOTROPHIC LATERAL SCLEROSIS 1
PDGFA	Amyotrophic Lateral Sclerosis, Sporadic
PDGFA	Thrombocytosis, Autosomal Dominant
PDGFB	Pulmonary Fibrosis
PDGFB	Thrombocythemia, Essential
PDGFB	Hamman-Rich syndrome
PDGFB	Meningiomas, Multiple
PDGFB	Dermatofibrosarcoma
PDGFB	Tumoral calcinosis
PDGFB	Dermatofibrosarcoma Protuberans, Myxoid
PDGFB	Pigmented Dermatofibrosarcoma Protuberans (Bednar Tumor)
PDGFB	Dermatofibrosarcoma Protuberans
PDGFB	Fahr's syndrome (disorder)
PDGFB	Lenticulostriate Disorders
PDGFB	Familial meningioma
PDGFB	Cirrhosis
PDGFB	Liver carcinoma
PDGFB	Thrombocytosis, Autosomal Dominant
PDGFB	Metastatic Dermatofibrosarcoma Protuberans
PDGFB	Giant Cell Fibroblastoma
PDGFB	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 5
PDGFRA	Burkitt Lymphoma
PDGFRA	Cleft Palate
PDGFRA	Fetal Alcohol Syndrome
PDGFRA	Glioblastoma
PDGFRA	Liver Cirrhosis, Experimental
PDGFRA	Medulloblastoma
PDGFRA	melanoma
PDGFRA	Status Dysraphicus
PDGFRA	Spina Bifida
PDGFRA	Cutaneous Melanoma
PDGFRA	Congenital anemia
PDGFRA	Medullomyoblastoma
PDGFRA	Idiopathic Hypereosinophilic Syndrome
PDGFRA	Eosinophilic leukemia
PDGFRA	Loeffler's Endocarditis
PDGFRA	Mesenchymal Chondrosarcoma
PDGFRA	Rachischisis
PDGFRA	Childhood Medulloblastoma
PDGFRA	Adult Medulloblastoma
PDGFRA	Metastatic melanoma
PDGFRA	Chronic eosinophilic leukemia
PDGFRA	Desmoplastic Medulloblastoma
PDGFRA	Melanotic medulloblastoma
PDGFRA	Precursor B-cell lymphoblastic leukemia
PDGFRA	Hypereosinophilic syndrome
PDGFRA	Glioblastoma Multiforme
PDGFRA	Cleft palate, isolated
PDGFRA	Gastrointestinal Stromal Sarcoma
PDGFRA	Myeloid and/or lymphoid neoplasm associated with platelet derived growth factor receptor alpha rearrangement
PDGFRL	Adult Hepatocellular Carcinoma
PDGFRL	Colon Carcinoma
PDGFRL	Adenocarcinoma of large intestine
PDGFRL	Colorectal Cancer
PDGFRL	Liver carcinoma
PDE6B	Retinitis Pigmentosa
PDE6B	Night blindness, congenital stationary
PDE6B	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 2A
PDE6B	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1B
PDE6B	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 2B (disorder)
PDE6B	NIGHT BLINDNESS, CONGENITAL STATIONARY, AUTOSOMAL DOMINANT 2
PDE6B	RETINITIS PIGMENTOSA 40 (disorder)
PDE6B	Night Blindness, Congenital Stationary, Type 1A
PDE6B	Night blindness, congenital stationary, type 1
PDE6B	X-Linked Csnb
PDE6B	Cone-rod synaptic disorder, congenital nonprogressive
PDGFRB	Leukemia, Myelomonocytic, Chronic
PDGFRB	Liver Cirrhosis, Experimental
PDGFRB	Schizoaffective Disorder
PDGFRB	Schizophrenia
PDGFRB	Tumoral calcinosis
PDGFRB	Gastric Adenocarcinoma
PDGFRB	Fahr's syndrome (disorder)
PDGFRB	Infantile myofibromatosis
PDGFRB	Lenticulostriate Disorders
PDGFRB	MYELOPROLIFERATIVE DISORDER, CHRONIC, WITH EOSINOPHILIA
PDGFRB	Penttinen-Aula syndrome
PDGFRB	Infiltrating duct carcinoma of female breast
PDGFRB	Myeloid neoplasm with beta-type platelet-derived growth factor receptor gene rearrangement
PDGFRB	BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 4
PDGFRB	KOSAKI OVERGROWTH SYNDROME
PDHA1	Charcot-Marie-Tooth Disease
PDHA1	Malignant neoplasm of stomach
PDHA1	Degenerative polyarthritis
PDHA1	Pyruvate Dehydrogenase Complex Deficiency Disease
PDHA1	Pyruvate Metabolism, Inborn Errors
PDHA1	Osteoarthrosis Deformans
PDHA1	Myocardial Ischemia
PDHA1	Malignant neoplasm of prostate
PDHA1	Primary microcephaly
PDHA1	Epileptic encephalopathy
PDHA1	Juvenile Pyruvate Dehydrogenase Complex Deficiency Disease
PDHA1	Pyruvate Dehydrogenase Complex Deficiency Disease, Neonatal
PDHA1	Ataxia with Lactic Acidosis, Type I
PDHA1	Hereditary Diffuse Gastric Cancer
PDHA1	Pyruvate Dehydrogenase E1 Alpha Deficiency
PDHB	Renal Cell Carcinoma
PDHB	Pyruvate Dehydrogenase Complex Deficiency Disease
PDHB	Conventional (Clear Cell) Renal Cell Carcinoma
PDHB	Juvenile Pyruvate Dehydrogenase Complex Deficiency Disease
PDHB	Pyruvate Dehydrogenase Complex Deficiency Disease, Neonatal
PDHB	Ataxia with Lactic Acidosis, Type I
PDHB	Chromophobe Renal Cell Carcinoma
PDHB	Sarcomatoid Renal Cell Carcinoma
PDHB	Collecting Duct Carcinoma of the Kidney
PDHB	Papillary Renal Cell Carcinoma
PDHB	Pyruvate Dehydrogenase E1-Beta Deficiency
PDK2	Glioblastoma Multiforme
PDK3	Charcot-Marie-Tooth Disease
PDK3	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED DOMINANT, 6
PDK4	Alloxan Diabetes
PDK4	Diabetes Mellitus, Experimental
PDK4	Hepatitis, Toxic
PDK4	Streptozotocin Diabetes
PDK4	Myocardial Ischemia
PDK4	Drug-Induced Liver Disease
PDK4	Hepatitis, Drug-Induced
PDK4	Liver carcinoma
PDK4	Drug-Induced Acute Liver Injury
PDK4	Chemical and Drug Induced Liver Injury
PDK4	Chemically-Induced Liver Toxicity
ENPP1	Diabetes Mellitus, Non-Insulin-Dependent
ENPP1	Endometriosis
ENPP1	Palmoplantar Keratosis
ENPP1	Obesity
ENPP1	Osteogenesis Imperfecta
ENPP1	Pseudoxanthoma Elasticum
ENPP1	Idiopathic arterial calcification of infancy
ENPP1	Endometrioma
ENPP1	Autosomal recessive hypophosphatemic vitamin D refractory rickets
ENPP1	Erythrokeratoderma
ENPP1	Arterial calcification of infancy
ENPP1	Coronary Sclerosis, Medial, of Infancy
ENPP1	OSSIFICATION OF THE POSTERIOR LONGITUDINAL LIGAMENT OF SPINE
ENPP1	Hypophosphatemic Rickets, Autosomal Recessive, 2
ENPP1	Cole disease
ENPP2	Hepatitis
ENPP2	Liver Cirrhosis, Experimental
ENPP2	Thyroid Neoplasm
ENPP2	Thyroid Gland Follicular Adenoma
ENPP2	Thyroid carcinoma
PDPK1	Malignant neoplasm of breast
PDPK1	Heart failure
PDPK1	Congestive heart failure
PDPK1	Left-Sided Heart Failure
PDPK1	Diffuse Large B-Cell Lymphoma
PDPK1	Heart Failure, Right-Sided
PDPK1	Neoplasm of uncertain or unknown behavior of breast
PDPK1	Breast Carcinoma
PDPK1	Breast adenocarcinoma
PDPK1	Myocardial Failure
SLC26A4	Congenital Hypothyroidism
SLC26A4	Sensorineural Hearing Loss (disorder)
SLC26A4	Thyroid Hypoplasia
SLC26A4	Pendred's syndrome
SLC26A4	Malignant neoplasm of prostate
SLC26A4	Thyroid Agenesis
SLC26A4	Sensory hearing loss
SLC26A4	DEAFNESS, AUTOSOMAL RECESSIVE 4, WITH ENLARGED VESTIBULAR AQUEDUCT
SLC26A4	Familial M̩ni̬re disease
PDYN	Alcohol Use Disorder
PDYN	Alcoholic Intoxication, Chronic
PDYN	Amnesia
PDYN	Bipolar Disorder
PDYN	Cholestasis
PDYN	Cocaine Abuse
PDYN	Mental Depression
PDYN	Depressive disorder
PDYN	Dyskinetic syndrome
PDYN	Dyskinesia, Drug-Induced
PDYN	Jacksonian Seizure
PDYN	Marijuana Abuse
PDYN	Schizophrenia
PDYN	Unipolar Depression
PDYN	Alcohol abuse
